species	abundance	interval	survey	region	EPID	PlotID	date	time	temperature	wind_speed	sunshine	cloud_cover	flower_cover	veg_hight	but_moth	activity
Maniola jurtina	1	2	2	H	HEG09	H30212	14.07.08	10:30	18	1.5	5	90	15	20	B	day
Maniola jurtina	2	3	2	H	HEG09	H30212	14.07.08	10:30	18	1.5	5	90	15	20	B	day
Maniola jurtina	10	4	2	H	HEG09	H30212	14.07.08	10:30	18	1.5	5	90	15	20	B	day
Maniola jurtina	3	5	2	H	HEG09	H30212	14.07.08	10:30	18	1.5	5	90	15	20	B	day
Maniola jurtina	6	6	2	H	HEG09	H30212	14.07.08	10:30	18	1.5	5	90	15	20	B	day
Maniola jurtina	2	1	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	B	day
Maniola jurtina	2	3	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	B	day
Maniola jurtina	1	5	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	B	day
Maniola jurtina	3	6	3	H	HEG09	H30212	11.08.08	11:10	21.5	1.5	20	40	9	18	B	day
Maniola jurtina	4	1	2	H	HEG10	H22151	04.07.08	14:50	22	1.5	30	10	1.5	7	B	day
Maniola jurtina	1	2	2	H	HEG10	H22151	04.07.08	14:50	22	1.5	30	10	1.5	7	B	day
Maniola jurtina	6	3	2	H	HEG10	H22151	04.07.08	14:50	22	1.5	30	10	1.5	7	B	day
Maniola jurtina	3	4	2	H	HEG10	H22151	04.07.08	14:50	22	1.5	30	10	1.5	7	B	day
Maniola jurtina	2	5	2	H	HEG10	H22151	04.07.08	14:50	22	1.5	30	10	1.5	7	B	day
Maniola jurtina	5	6	2	H	HEG10	H22151	04.07.08	14:50	22	1.5	30	10	1.5	7	B	day
Maniola jurtina	2	1	2	H	HEG11	H24761	04.07.08	15:50	23	1	25	30	7	7	B	day
Maniola jurtina	2	2	2	H	HEG11	H24761	04.07.08	15:50	23	1	25	30	7	7	B	day
Maniola jurtina	2	3	2	H	HEG11	H24761	04.07.08	15:50	23	1	25	30	7	7	B	day
Maniola jurtina	2	4	2	H	HEG11	H24761	04.07.08	15:50	23	1	25	30	7	7	B	day
Maniola jurtina	2	5	2	H	HEG11	H24761	04.07.08	15:50	23	1	25	30	7	7	B	day
Maniola jurtina	2	6	2	H	HEG11	H24761	04.07.08	15:50	23	1	25	30	7	7	B	day
Maniola jurtina	2	4	3	H	HEG11	H24761	10.08.08	10:15	20	1.5	0	95	10	20	B	day
Maniola jurtina	1	1	3	H	HEG11	H24761	10.08.08	10:15	20	1.5	0	95	10	20	B	day
Maniola jurtina	3	3	3	H	HEG11	H24761	10.08.08	10:15	20	1.5	0	95	10	20	B	day
Maniola jurtina	1	3	3	H	HEG12	H20116	17.08.08	12:45	22	1.5	20	60	2	9	B	day
Maniola jurtina	1	6	3	H	HEG14	H19568	16.08.08	14:50	21	0.5	0	80	4	16	B	day
Maniola jurtina	4	2	2	H	HEG16	H12643	11.07.08	14:50	22.5	1	0	100	20	17	B	day
Maniola jurtina	3	4	2	H	HEG16	H12643	11.07.08	14:50	22.5	1	0	100	20	17	B	day
Maniola jurtina	1	5	2	H	HEG16	H12643	11.07.08	14:50	22.5	1	0	100	20	17	B	day
Maniola jurtina	1	1	3	H	HEG16	H12643	13.08.08	10:20	21	2	25	30	8	18	B	day
Maniola jurtina	1	3	3	H	HEG16	H12643	13.08.08	10:20	21	2	25	30	8	18	B	day
Maniola jurtina	1	5	3	H	HEG16	H12643	13.08.08	10:20	21	2	25	30	8	18	B	day
Maniola jurtina	1	2	2	H	HEG17	H14529	15.07.08	10:30	21.5	3	25	40	7	5	B	day
Maniola jurtina	1	6	2	H	HEG17	H14529	15.07.08	10:30	21.5	3	25	40	7	5	B	day
Maniola jurtina	1	2	3	H	HEG17	H14529	16.08.08	17:10	19.5	1	15	30	2	20	B	day
Maniola jurtina	1	5	3	H	HEG17	H14529	16.08.08	17:10	19.5	1	15	30	2	20	B	day
Maniola jurtina	1	1	2	H	HEG18	H16581	16.07.08	10:45	22.5	1	0	90	10	25	B	day
Maniola jurtina	1	2	2	H	HEG18	H16581	16.07.08	10:45	22.5	1	0	90	10	25	B	day
Maniola jurtina	1	5	2	H	HEG18	H16581	16.07.08	10:45	22.5	1	0	90	10	25	B	day
Maniola jurtina	1	1	2	H	HEG19	H20606	15.07.08	09:40	19	2	30	0	8	25	B	day
Maniola jurtina	3	2	2	H	HEG19	H20606	15.07.08	09:40	19	2	30	0	8	25	B	day
Maniola jurtina	2	3	2	H	HEG19	H20606	15.07.08	09:40	19	2	30	0	8	25	B	day
Maniola jurtina	3	4	2	H	HEG19	H20606	15.07.08	09:40	19	2	30	0	8	25	B	day
Maniola jurtina	2	6	2	H	HEG19	H20606	15.07.08	09:40	19	2	30	0	8	25	B	day
Maniola jurtina	4	1	2	H	HEG20	H30205	06.07.08	15:00	23	1.5	0	100	30	30	B	day
Maniola jurtina	2	2	2	H	HEG20	H30205	06.07.08	15:00	23	1.5	0	100	30	30	B	day
Maniola jurtina	3	3	2	H	HEG20	H30205	06.07.08	15:00	23	1.5	0	100	30	30	B	day
Maniola jurtina	4	4	2	H	HEG20	H30205	06.07.08	15:00	23	1.5	0	100	30	30	B	day
Maniola jurtina	1	5	2	H	HEG20	H30205	06.07.08	15:00	23	1.5	0	100	30	30	B	day
Maniola jurtina	5	6	2	H	HEG20	H30205	06.07.08	15:00	23	1.5	0	100	30	30	B	day
Maniola jurtina	2	1	3	H	HEG20	H30205	11.08.08	13:20	22.5	2.5	25	40	1	12	B	day
Maniola jurtina	3	3	3	H	HEG20	H30205	11.08.08	13:20	22.5	2.5	25	40	1	12	B	day
Maniola jurtina	2	4	3	H	HEG20	H30205	11.08.08	13:20	22.5	2.5	25	40	1	12	B	day
Maniola jurtina	3	5	3	H	HEG20	H30205	11.08.08	13:20	22.5	2.5	25	40	1	12	B	day
Maniola jurtina	5	6	3	H	HEG20	H30205	11.08.08	13:20	22.5	2.5	25	40	1	12	B	day
Maniola jurtina	1	6	2	H	HEG21	H30909	17.07.08	12:50	18.5	1	0	100	1	3	B	day
Maniola jurtina	1	1	2	H	HEG21	H30909	17.07.08	12:50	18.5	1	0	100	1	3	B	day
Maniola jurtina	1	3	2	H	HEG21	H30909	17.07.08	12:50	18.5	1	0	100	1	3	B	day
Maniola jurtina	1	6	3	H	HEG21	H30909	17.08.08	10:00	19	0	30	0	2	7	B	day
Maniola jurtina	1	2	2	H	HEG23	H20426	07.07.08	16:40	21	3	25	10	10	6	B	day
Maniola jurtina	1	3	2	H	HEG23	H20426	07.07.08	16:40	21	3	25	10	10	6	B	day
Maniola jurtina	1	4	2	H	HEG23	H20426	07.07.08	16:40	21	3	25	10	10	6	B	day
Maniola jurtina	1	5	3	H	HEG23	H20426	14.08.08	10:30	19	2.5	15	40	10	15	B	day
Maniola jurtina	3	3	2	H	HEG24	H20438	07.07.08	15:10	21	3	10	80	20	15	B	day
Maniola jurtina	2	4	2	H	HEG24	H20438	07.07.08	15:10	21	3	10	80	20	15	B	day
Maniola jurtina	3	5	2	H	HEG24	H20438	07.07.08	15:10	21	3	10	80	20	15	B	day
Maniola jurtina	2	6	2	H	HEG24	H20438	07.07.08	15:10	21	3	10	80	20	15	B	day
Maniola jurtina	5	1	2	H	HEG24	H20438	07.07.08	15:10	21	3	10	80	20	15	B	day
Maniola jurtina	1	2	2	H	HEG24	H20438	07.07.08	15:10	21	3	10	80	20	15	B	day
Maniola jurtina	1	1	2	H	HEG26	H2815	17.07.08	14:20	20	1	5	90	5	9	B	day
Maniola jurtina	2	5	2	H	HEG26	H2815	17.07.08	14:20	20	1	5	90	5	9	B	day
Maniola jurtina	1	6	2	H	HEG26	H2815	17.07.08	14:20	20	1	5	90	5	9	B	day
Maniola jurtina	1	1	3	H	HEG26	H2815	07.08.08	12:00	27	2	30	0	2	15	B	day
Maniola jurtina	1	4	3	H	HEG26	H2815	07.08.08	12:00	27	2	30	0	2	15	B	day
Maniola jurtina	1	1	2	H	HEG27	H20121	15.07.08	16:00	25	1.5	10	60	4	10	B	day
Maniola jurtina	1	2	2	H	HEG27	H20121	15.07.08	16:00	25	1.5	10	60	4	10	B	day
Maniola jurtina	2	4	2	H	HEG27	H20121	15.07.08	16:00	25	1.5	10	60	4	10	B	day
Maniola jurtina	4	5	2	H	HEG27	H20121	15.07.08	16:00	25	1.5	10	60	4	10	B	day
Maniola jurtina	1	6	2	H	HEG27	H20121	15.07.08	16:00	25	1.5	10	60	4	10	B	day
Maniola jurtina	2	1	3	H	HEG27	H20121	16.08.08	15:35	22	1	0	70	3	9	B	day
Maniola jurtina	1	2	3	H	HEG27	H20121	16.08.08	15:35	22	1	0	70	3	9	B	day
Maniola jurtina	1	6	3	H	HEG27	H20121	16.08.08	15:35	22	1	0	70	3	9	B	day
Maniola jurtina	2	1	2	H	HEG28	H20535	04.07.08	12:30	21	2	25	10	6	12	B	day
Maniola jurtina	1	2	2	H	HEG28	H20535	04.07.08	12:30	21	2	25	10	6	12	B	day
Maniola jurtina	3	3	2	H	HEG28	H20535	04.07.08	12:30	21	2	25	10	6	12	B	day
Maniola jurtina	3	4	2	H	HEG28	H20535	04.07.08	12:30	21	2	25	10	6	12	B	day
Maniola jurtina	3	5	2	H	HEG28	H20535	04.07.08	12:30	21	2	25	10	6	12	B	day
Maniola jurtina	4	6	2	H	HEG28	H20535	04.07.08	12:30	21	2	25	10	6	12	B	day
Maniola jurtina	1	1	3	H	HEG28	H20535	16.08.08	10:00	17	0.5	30	0	8	20	B	day
Maniola jurtina	1	6	3	H	HEG28	H20535	16.08.08	10:00	17	0.5	30	0	8	20	B	day
Maniola jurtina	1	1	2	H	HEG29	H20537	04.07.08	13:30	22	1.5	30	10	10	15	B	day
Maniola jurtina	2	2	2	H	HEG29	H20537	04.07.08	13:30	22	1.5	30	10	10	15	B	day
Maniola jurtina	2	3	2	H	HEG29	H20537	04.07.08	13:30	22	1.5	30	10	10	15	B	day
Maniola jurtina	4	4	2	H	HEG29	H20537	04.07.08	13:30	22	1.5	30	10	10	15	B	day
Maniola jurtina	4	5	2	H	HEG29	H20537	04.07.08	13:30	22	1.5	30	10	10	15	B	day
Maniola jurtina	2	6	2	H	HEG29	H20537	04.07.08	13:30	22	1.5	30	10	10	15	B	day
Maniola jurtina	1	4	3	H	HEG29	H20537	16.08.08	10:45	18	1	25	20	6	15	B	day
Maniola jurtina	1	2	3	H	HEG30	H20825	11.08.08	10:00	20.5	1.5	15	50	13	18	B	day
Maniola jurtina	2	2	2	H	HEG31	H20003	12.07.08	12:20	19	3	0	100	15	12	B	day
Maniola jurtina	2	3	2	H	HEG31	H20003	12.07.08	12:20	19	3	0	100	15	12	B	day
Maniola jurtina	2	4	2	H	HEG31	H20003	12.07.08	12:20	19	3	0	100	15	12	B	day
Maniola jurtina	2	5	2	H	HEG31	H20003	12.07.08	12:20	19	3	0	100	15	12	B	day
Maniola jurtina	1	6	2	H	HEG31	H20003	12.07.08	12:20	19	3	0	100	15	12	B	day
Maniola jurtina	1	1	3	H	HEG31	H20003	11.08.08	17:45	22.5	1	5	60	11	25	B	day
Maniola jurtina	1	2	3	H	HEG31	H20003	11.08.08	17:45	22.5	1	5	60	11	25	B	day
Maniola jurtina	2	4	3	H	HEG31	H20003	11.08.08	17:45	22.5	1	5	60	11	25	B	day
Maniola jurtina	1	1	2	H	HEG33	H20508	14.07.08	13:30	18.5	1	0	100	30	12	B	day
Maniola jurtina	3	2	2	H	HEG33	H20508	14.07.08	13:30	18.5	1	0	100	30	12	B	day
Maniola jurtina	1	3	2	H	HEG33	H20508	14.07.08	13:30	18.5	1	0	100	30	12	B	day
Maniola jurtina	3	4	2	H	HEG33	H20508	14.07.08	13:30	18.5	1	0	100	30	12	B	day
Maniola jurtina	3	5	2	H	HEG33	H20508	14.07.08	13:30	18.5	1	0	100	30	12	B	day
Maniola jurtina	2	6	2	H	HEG33	H20508	14.07.08	13:30	18.5	1	0	100	30	12	B	day
Maniola jurtina	4	3	2	H	HEG34	H30402	06.07.08	11:00	21	1.5	10	70	20	12	B	day
Maniola jurtina	5	4	2	H	HEG34	H30402	06.07.08	11:00	21	1.5	10	70	20	12	B	day
Maniola jurtina	2	5	2	H	HEG34	H30402	06.07.08	11:00	21	1.5	10	70	20	12	B	day
Maniola jurtina	1	6	2	H	HEG34	H30402	06.07.08	11:00	21	1.5	10	70	20	12	B	day
Maniola jurtina	5	1	2	H	HEG34	H30402	06.07.08	11:00	21	1.5	10	70	20	12	B	day
Maniola jurtina	4	2	2	H	HEG34	H30402	06.07.08	11:00	21	1.5	10	70	20	12	B	day
Maniola jurtina	1	1	3	H	HEG34	H30402	11.08.08	16:40	23	1.5	20	30	4	20	B	day
Maniola jurtina	2	5	3	H	HEG34	H30402	11.08.08	16:40	23	1.5	20	30	4	20	B	day
Maniola jurtina	2	6	3	H	HEG34	H30402	11.08.08	16:40	23	1.5	20	30	4	20	B	day
Maniola jurtina	5	3	2	H	HEG35	H30417	06.07.08	12:10	25	1.5	5	80	15	15	B	day
Maniola jurtina	3	4	2	H	HEG35	H30417	06.07.08	12:10	25	1.5	5	80	15	15	B	day
Maniola jurtina	3	5	2	H	HEG35	H30417	06.07.08	12:10	25	1.5	5	80	15	15	B	day
Maniola jurtina	2	6	2	H	HEG35	H30417	06.07.08	12:10	25	1.5	5	80	15	15	B	day
Maniola jurtina	8	1	2	H	HEG35	H30417	06.07.08	12:10	25	1.5	5	80	15	15	B	day
Maniola jurtina	4	2	2	H	HEG35	H30417	06.07.08	12:10	25	1.5	5	80	15	15	B	day
Maniola jurtina	1	1	3	H	HEG35	H30417	11.08.08	15:15	24	2.5	20	30	1	7	B	day
Maniola jurtina	1	2	3	H	HEG35	H30417	11.08.08	15:15	24	2.5	20	30	1	7	B	day
Maniola jurtina	1	3	3	H	HEG35	H30417	11.08.08	15:15	24	2.5	20	30	1	7	B	day
Maniola jurtina	1	4	3	H	HEG35	H30417	11.08.08	15:15	24	2.5	20	30	1	7	B	day
Maniola jurtina	1	5	3	H	HEG35	H30417	11.08.08	15:15	24	2.5	20	30	1	7	B	day
Maniola jurtina	1	6	3	H	HEG35	H30417	11.08.08	15:15	24	2.5	20	30	1	7	B	day
Maniola jurtina	1	1	2	H	HEG36	H20241	14.07.08	15:00	18.5	0.5	0	95	3	10	B	day
Maniola jurtina	3	2	2	H	HEG36	H20241	14.07.08	15:00	18.5	0.5	0	95	3	10	B	day
Maniola jurtina	5	3	2	H	HEG36	H20241	14.07.08	15:00	18.5	0.5	0	95	3	10	B	day
Maniola jurtina	7	4	2	H	HEG36	H20241	14.07.08	15:00	18.5	0.5	0	95	3	10	B	day
Maniola jurtina	3	5	2	H	HEG36	H20241	14.07.08	15:00	18.5	0.5	0	95	3	10	B	day
Maniola jurtina	4	6	2	H	HEG36	H20241	14.07.08	15:00	18.5	0.5	0	95	3	10	B	day
Maniola jurtina	3	4	2	H	HEG37	H20245	11.07.08	16:10	24.5	2	5	80	15	20	B	day
Maniola jurtina	2	3	2	H	HEG37	H20245	11.07.08	16:10	24.5	2	5	80	15	20	B	day
Maniola jurtina	1	6	2	H	HEG37	H20245	11.07.08	16:10	24.5	2	5	80	15	20	B	day
Maniola jurtina	3	5	2	H	HEG37	H20245	11.07.08	16:10	24.5	2	5	80	15	20	B	day
Maniola jurtina	1	1	2	H	HEG37	H20245	11.07.08	16:10	24.5	2	5	80	15	20	B	day
Maniola jurtina	3	3	2	H	HEG38	H20433	07.07.08	14:00	22	3	20	30	3	10	B	day
Maniola jurtina	2	6	2	H	HEG38	H20433	07.07.08	14:00	22	3	20	30	3	10	B	day
Maniola jurtina	4	1	2	H	HEG38	H20433	07.07.08	14:00	22	3	20	30	3	10	B	day
Maniola jurtina	1	2	2	H	HEG38	H20433	07.07.08	14:00	22	3	20	30	3	10	B	day
Maniola jurtina	1	3	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Maniola jurtina	2	4	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Maniola jurtina	1	5	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Maniola jurtina	2	6	3	H	HEG38	H20433	13.08.08	16:20	20	3	25	40	2	15	B	day
Maniola jurtina	5	3	2	H	HEG39	H20436	07.07.08	12:50	22	2	25	30	8	60	B	day
Maniola jurtina	3	4	2	H	HEG39	H20436	07.07.08	12:50	22	2	25	30	8	60	B	day
Maniola jurtina	7	5	2	H	HEG39	H20436	07.07.08	12:50	22	2	25	30	8	60	B	day
Maniola jurtina	4	6	2	H	HEG39	H20436	07.07.08	12:50	22	2	25	30	8	60	B	day
Maniola jurtina	5	1	2	H	HEG39	H20436	07.07.08	12:50	22	2	25	30	8	60	B	day
Maniola jurtina	4	2	2	H	HEG39	H20436	07.07.08	12:50	22	2	25	30	8	60	B	day
Maniola jurtina	1	6	2	H	HEG40	H30615	11.07.08	13:35	23	1.5	5	90	10	50	B	day
Maniola jurtina	2	5	2	H	HEG40	H30615	11.07.08	13:35	23	1.5	5	90	10	50	B	day
Maniola jurtina	3	4	2	H	HEG40	H30615	11.07.08	13:35	23	1.5	5	90	10	50	B	day
Maniola jurtina	1	3	2	H	HEG40	H30615	11.07.08	13:35	23	1.5	5	90	10	50	B	day
Maniola jurtina	1	2	2	H	HEG40	H30615	11.07.08	13:35	23	1.5	5	90	10	50	B	day
Maniola jurtina	2	1	2	H	HEG40	H30615	11.07.08	13:35	23	1.5	5	90	10	50	B	day
Maniola jurtina	1	1	2	H	HEG41	H888	14.07.08	12:20	18	2.5	0	100	10	10	B	day
Maniola jurtina	1	2	2	H	HEG41	H888	14.07.08	12:20	18	2.5	0	100	10	10	B	day
Maniola jurtina	1	3	2	H	HEG41	H888	14.07.08	12:20	18	2.5	0	100	10	10	B	day
Maniola jurtina	2	6	2	H	HEG41	H888	14.07.08	12:20	18	2.5	0	100	10	10	B	day
Maniola jurtina	1	1	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Maniola jurtina	1	3	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Maniola jurtina	2	4	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Maniola jurtina	1	6	3	H	HEG41	H888	11.08.08	12:30	22	2.5	20	50	11	25	B	day
Maniola jurtina	3	5	2	H	HEG42	H13708	15.07.08	11:25	21.5	2	20	60	15	25	B	day
Maniola jurtina	1	3	2	H	HEG42	H13708	15.07.08	11:25	21.5	2	20	60	15	25	B	day
Maniola jurtina	1	4	2	H	HEG42	H13708	15.07.08	11:25	21.5	2	20	60	15	25	B	day
Maniola jurtina	4	1	2	H	HEG43	H19577	04.07.08	16:30	22	1	30	10	17	20	B	day
Maniola jurtina	8	2	2	H	HEG43	H19577	04.07.08	16:30	22	1	30	10	17	20	B	day
Maniola jurtina	13	3	2	H	HEG43	H19577	04.07.08	16:30	22	1	30	10	17	20	B	day
Maniola jurtina	11	4	2	H	HEG43	H19577	04.07.08	16:30	22	1	30	10	17	20	B	day
Maniola jurtina	6	5	2	H	HEG43	H19577	04.07.08	16:30	22	1	30	10	17	20	B	day
Maniola jurtina	6	6	2	H	HEG43	H19577	04.07.08	16:30	22	1	30	10	17	20	B	day
Maniola jurtina	1	1	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Maniola jurtina	2	2	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Maniola jurtina	1	3	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Maniola jurtina	2	4	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Maniola jurtina	2	5	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Maniola jurtina	1	6	3	H	HEG43	H19577	16.08.08	13:15	20	1.5	30	30	7	12	B	day
Maniola jurtina	1	1	2	H	HEG44	H20215	15.07.08	14:20	24	2	25	50	7	20	B	day
Maniola jurtina	1	6	2	H	HEG44	H20215	15.07.08	14:20	24	2	25	50	7	20	B	day
Maniola jurtina	1	4	3	H	HEG44	H20215	17.08.08	14:05	22	1	5	50	2	15	B	day
Maniola jurtina	1	5	3	H	HEG44	H20215	17.08.08	14:05	22	1	5	50	2	15	B	day
Maniola jurtina	1	4	2	H	HEG45	H20258	14.07.08	15:50	19	0.5	0	100	1	12	B	day
Maniola jurtina	2	1	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Maniola jurtina	3	2	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Maniola jurtina	4	3	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Maniola jurtina	1	4	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Maniola jurtina	2	5	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Maniola jurtina	5	6	3	H	HEG45	H20258	14.08.08	15:00	22	2	15	40	4	12	B	day
Maniola jurtina	7	1	2	H	HEG46	H30915	17.07.08	11:15	19.5	1.5	10	80	25	30	B	day
Maniola jurtina	7	2	2	H	HEG46	H30915	17.07.08	11:15	19.5	1.5	10	80	25	30	B	day
Maniola jurtina	6	3	2	H	HEG46	H30915	17.07.08	11:15	19.5	1.5	10	80	25	30	B	day
Maniola jurtina	6	4	2	H	HEG46	H30915	17.07.08	11:15	19.5	1.5	10	80	25	30	B	day
Maniola jurtina	11	5	2	H	HEG46	H30915	17.07.08	11:15	19.5	1.5	10	80	25	30	B	day
Maniola jurtina	12	6	2	H	HEG46	H30915	17.07.08	11:15	19.5	1.5	10	80	25	30	B	day
Maniola jurtina	3	3	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Maniola jurtina	2	4	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Maniola jurtina	4	5	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Maniola jurtina	2	6	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Maniola jurtina	3	1	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Maniola jurtina	2	2	3	H	HEG46	H30915	17.08.08	11:00	20.5	1.5	30	10	4	20	B	day
Maniola jurtina	1	3	2	H	HEG47	H2818	16.07.08	14:50	20.5	2	0	100	3	8	B	day
Maniola jurtina	2	5	2	H	HEG47	H2818	16.07.08	14:50	20.5	2	0	100	3	8	B	day
Maniola jurtina	3	1	2	H	HEG48	H5053	13.07.08	10:30	17.5	0.5	0	100	7	10	B	day
Maniola jurtina	1	2	2	H	HEG48	H5053	13.07.08	10:30	17.5	0.5	0	100	7	10	B	day
Maniola jurtina	4	3	2	H	HEG48	H5053	13.07.08	10:30	17.5	0.5	0	100	7	10	B	day
Maniola jurtina	5	4	2	H	HEG48	H5053	13.07.08	10:30	17.5	0.5	0	100	7	10	B	day
Maniola jurtina	4	5	2	H	HEG48	H5053	13.07.08	10:30	17.5	0.5	0	100	7	10	B	day
Maniola jurtina	3	6	2	H	HEG48	H5053	13.07.08	10:30	17.5	0.5	0	100	7	10	B	day
Maniola jurtina	3	3	3	H	HEG48	H5053	07.08.08	17:00	29.5	2	0	50	1	10	B	day
Maniola jurtina	3	4	3	H	HEG48	H5053	07.08.08	17:00	29.5	2	0	50	1	10	B	day
Maniola jurtina	2	5	3	H	HEG48	H5053	07.08.08	17:00	29.5	2	0	50	1	10	B	day
Maniola jurtina	2	6	3	H	HEG48	H5053	07.08.08	17:00	29.5	2	0	50	1	10	B	day
Maniola jurtina	6	1	3	H	HEG48	H5053	07.08.08	17:00	29.5	2	0	50	1	10	B	day
Maniola jurtina	7	2	3	H	HEG48	H5053	07.08.08	17:00	29.5	2	0	50	1	10	B	day
Maniola jurtina	1	5	2	H	HEG49	H8020	16.07.08	13:25	20	1	0	100	20	12	B	day
Maniola jurtina	1	1	2	H	HEG50	H15457	16.07.08	12:25	20	2	0	100	15	8	B	day
Maniola jurtina	1	2	2	H	HEG50	H15457	16.07.08	12:25	20	2	0	100	15	8	B	day
Maniola jurtina	1	5	2	H	HEG50	H15457	16.07.08	12:25	20	2	0	100	15	8	B	day
Maniola jurtina	2	6	2	H	HEG50	H15457	16.07.08	12:25	20	2	0	100	15	8	B	day
Maniola jurtina	1	1	3	H	HEG50	H15457	07.08.08	15:00	30	3	30	0	4	15	B	day
Maniola jurtina	3	5	3	H	HEG50	H15457	07.08.08	15:00	30	3	30	0	4	15	B	day
Maniola jurtina	1	6	3	H	HEG50	H15457	07.08.08	15:00	30	3	30	0	4	15	B	day
Maniola jurtina	1	6	3	S	SEG01	S1029	24.07.08	15:00	25	2.5	25	30	1	9	B	day
Maniola jurtina	1	4	3	S	SEG03	S526	24.07.08	11:45	22	3	25	20	8	30	B	day
Maniola jurtina	1	4	2	S	SEG05	S667	19.06.08	13:00	26.5	3	5	80	2	8	B	day
Maniola jurtina	1	6	2	S	SEG05	S667	19.06.08	13:00	26.5	3	5	80	2	8	B	day
Maniola jurtina	1	3	3	S	SEG06	S1012	23.07.08	16:00	23	1.5	30	20	4	17	B	day
Maniola jurtina	1	4	3	S	SEG06	S1012	23.07.08	16:00	23	1.5	30	20	4	17	B	day
Maniola jurtina	1	6	3	S	SEG06	S1012	23.07.08	16:00	23	1.5	30	20	4	17	B	day
Maniola jurtina	1	6	3	S	SEG08	S652	20.07.08	16:45	21.5	2	10	80	5	15	B	day
Maniola jurtina	1	3	3	S	SEG10	S502	19.07.08	13:00	23	3	15	70	4	30	B	day
Maniola jurtina	1	5	3	S	SEG10	S502	19.07.08	13:00	23	3	15	70	4	30	B	day
Maniola jurtina	2	6	3	S	SEG10	S502	19.07.08	13:00	23	3	15	70	4	30	B	day
Maniola jurtina	1	6	3	S	SEG11	S505	24.07.08	12:45	23	3	25	10	3	15	B	day
Maniola jurtina	1	3	3	S	SEG12	S561	24.07.08	15:40	24	2.5	20	30	1	9	B	day
Maniola jurtina	1	6	2	S	SEG14	S1028	15.06.08	14:30	20	1	25	30	4	90	B	day
Maniola jurtina	1	1	3	S	SEG14	S1028	19.07.08	16:20	21	2	25	40	0	6	B	day
Maniola jurtina	1	6	3	S	SEG17	S1015	23.07.08	16:50	22.5	1.5	30	15	6	18	B	day
Maniola jurtina	1	6	2	S	SEG19	S676	19.06.08	11:40	25	2	5	80	7	60	B	day
Maniola jurtina	1	2	3	S	SEG19	S676	20.07.08	15:45	22	2	20	50	1	100	B	day
Maniola jurtina	1	3	3	S	SEG19	S676	20.07.08	15:45	22	2	20	50	1	100	B	day
Maniola jurtina	3	4	3	S	SEG19	S676	20.07.08	15:45	22	2	20	50	1	100	B	day
Maniola jurtina	1	6	3	S	SEG19	S676	20.07.08	15:45	22	2	20	50	1	100	B	day
Maniola jurtina	1	2	2	S	SEG21	S988	17.06.08	13:00	18	1	25	40	3	10	B	day
Maniola jurtina	1	2	3	S	SEG21	S988	23.07.08	10:50	19.5	0.5	5	90	10	9	B	day
Maniola jurtina	2	1	2	S	SEG22	S999	16.06.08	12:00	17	0.5	15	40	4	100	B	day
Maniola jurtina	1	2	2	S	SEG22	S999	16.06.08	12:00	17	0.5	15	40	4	100	B	day
Maniola jurtina	1	1	3	S	SEG22	S999	20.07.08	13:40	20	2	15	60	1	5	B	day
Maniola jurtina	1	5	3	S	SEG24	S761	19.07.08	17:10	21	3	25	40	1	15	B	day
Maniola jurtina	2	1	3	S	SEG25	S1007	23.07.08	14:40	22	1.5	30	30	8	17	B	day
